#date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2019-06-29,0,23,73,17,27,247,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,6.6,0.3,95,5,3,1002,30,100,25,78,22,72,23,73,24,38,25,78
2019-06-29,100,23,73,17,27,245,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,3.3,0.1,95,5,3,1002,30,100,25,77,22,71,23,73,25,40,25,77
2019-06-29,200,23,73,17,27,242,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,7.0,0.3,95,5,3,1002,30,100,25,77,22,71,23,73,26,41,25,77
2019-06-29,300,23,73,17,28,240,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,9.3,0.4,95,5,3,1002,30,100,25,77,22,71,23,73,27,43,25,77
2019-06-29,400,23,73,16,25,243,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,4.7,0.2,94,5,3,1003,30,100,25,77,22,71,23,73,24,39,25,77
2019-06-29,500,23,73,14,23,246,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,4.6,0.2,94,5,3,1003,30,100,25,77,22,71,23,73,22,36,25,77
2019-06-29,600,23,73,13,21,249,WSW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0034_cloudy_with_heavy_rain_night.png,Heavy rain,6.1,0.2,94,5,3,1004,30,100,25,77,22,71,23,73,20,32,25,77
2019-06-29,700,23,73,11,17,264,W,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Heavy rain,3.0,0.1,93,5,3,1004,30,100,25,77,22,71,23,73,17,28,25,77
2019-06-29,800,23,73,8,14,279,W,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Heavy rain,12.8,0.5,93,5,3,1004,30,100,25,77,21,70,23,73,15,24,25,77
2019-06-29,900,23,73,6,10,294,WNW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Heavy rain,17.1,0.7,92,5,3,1004,30,100,25,77,21,70,23,73,12,19,25,77
2019-06-29,1000,23,73,8,12,297,WNW,308,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Heavy rain,8.6,0.3,89,6,3,1004,30,87,25,77,21,70,23,73,14,22,25,77
2019-06-29,1100,23,74,9,14,300,WNW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.4,0.0,86,8,4,1003,30,74,26,78,21,70,23,74,16,25,26,78
2019-06-29,1200,24,75,10,16,303,WNW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.5,0.0,83,9,5,1003,30,61,26,79,21,69,24,75,18,28,26,79
2019-06-29,1300,24,74,12,19,286,WNW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.3,0.0,84,9,5,1003,30,60,26,78,21,69,24,74,19,31,26,78
2019-06-29,1400,23,74,14,22,269,W,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.5,0.0,85,9,5,1003,30,58,25,78,21,69,23,74,20,33,25,78
2019-06-29,1500,23,73,16,25,252,WSW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.7,0.0,86,9,5,1003,30,56,25,77,20,69,23,73,22,35,25,77
2019-06-29,1600,23,73,15,25,249,WSW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,0.3,0.0,87,9,5,1003,30,54,25,77,21,69,23,73,21,34,25,77
2019-06-29,1700,23,73,15,24,246,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,88,10,6,1003,30,53,25,77,21,69,23,73,20,32,25,77
2019-06-29,1800,23,73,15,24,243,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,89,10,6,1003,30,51,25,77,21,70,23,73,19,31,25,77
2019-06-29,1900,23,73,14,23,244,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,89,10,6,1004,30,58,25,77,21,70,23,73,19,30,25,77
2019-06-29,2000,23,73,13,22,245,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,89,10,6,1004,30,64,25,77,21,70,23,73,18,29,25,77
2019-06-29,2100,23,73,13,21,246,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.2,0.0,90,10,6,1004,30,71,25,77,21,70,23,73,17,28,25,77
2019-06-29,2200,23,73,12,19,249,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,90,10,6,1004,30,80,25,77,21,70,23,73,17,27,25,77
2019-06-29,2300,23,73,11,18,251,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,90,10,6,1003,30,90,25,77,21,70,23,73,16,25,25,77
2019-06-30,0,23,73,10,17,254,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.1,0.0,90,10,6,1003,30,99,25,77,21,69,23,73,15,24,25,77
2019-06-30,100,23,73,10,15,254,WSW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.0,0.0,90,10,6,1003,30,90,25,77,21,70,23,73,14,23,25,77
2019-06-30,200,23,73,9,14,254,WSW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Patchy light rain,0.5,0.0,91,9,5,1003,30,82,25,77,21,70,23,73,14,22,25,77
2019-06-30,300,23,73,8,13,254,WSW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Patchy light rain,0.6,0.0,91,9,5,1003,30,74,25,77,21,70,23,73,13,21,25,77
2019-06-30,400,23,73,8,13,255,WSW,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Patchy light rain,0.3,0.0,90,8,5,1003,30,74,25,77,21,70,23,73,13,20,25,77
2019-06-30,500,23,74,8,12,255,WSW,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate or heavy rain shower,1.0,0.0,89,8,4,1004,30,74,25,78,21,70,23,74,12,20,25,78
2019-06-30,600,23,74,7,12,255,WSW,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate or heavy rain shower,1.3,0.1,88,7,4,1004,30,75,26,78,21,70,23,74,12,19,26,78
2019-06-30,700,24,75,8,13,255,WSW,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png,Moderate or heavy rain shower,0.7,0.0,86,7,4,1004,30,83,26,78,21,70,24,75,13,21,26,78
