#date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2020-11-20,0,23,73,2,3,237,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,55,10,6,1011,30,30,25,76,13,56,23,73,4,6,25,76
2020-11-20,100,23,73,2,3,179,S,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,55,10,6,1011,30,30,25,77,13,56,23,73,4,6,25,77
2020-11-20,200,23,73,2,3,121,ESE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,56,10,6,1011,30,30,25,77,14,56,23,73,3,5,25,77
2020-11-20,300,23,73,2,3,63,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,10,6,1011,30,30,25,77,14,57,23,73,3,5,25,77
2020-11-20,400,23,73,2,4,70,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,10,6,1011,30,29,25,77,14,57,23,73,4,6,25,77
2020-11-20,500,23,73,3,5,78,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,10,6,1011,30,29,25,77,14,57,23,73,5,8,25,77
2020-11-20,600,23,73,4,6,85,E,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,10,6,1011,30,28,25,77,14,56,23,73,6,10,25,77
2020-11-20,700,23,74,4,7,88,E,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,56,10,6,1012,30,35,25,77,14,57,23,74,6,10,25,77
2020-11-20,800,24,74,5,8,91,E,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.0,0.0,55,10,6,1013,30,41,25,77,14,57,24,74,6,10,25,77
2020-11-20,900,24,75,5,8,94,E,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.0,0.0,54,10,6,1013,30,48,25,78,14,57,24,75,7,11,25,78
2020-11-20,1000,24,76,5,8,111,ESE,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.0,0.0,53,10,5,1013,30,52,26,78,14,57,24,76,7,11,26,78
2020-11-20,1100,25,77,5,8,129,SE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,52,9,5,1012,30,56,26,79,14,57,25,77,6,10,26,79
2020-11-20,1200,25,78,5,8,146,SSE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,51,9,5,1011,30,60,27,80,14,58,25,78,6,10,27,80
2020-11-20,1300,26,80,5,8,208,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,49,10,5,1011,30,46,27,81,15,58,26,80,6,10,27,81
2020-11-20,1400,28,82,5,8,271,W,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,47,10,6,1010,30,32,28,83,15,59,28,82,6,10,28,83
2020-11-20,1500,29,83,5,8,333,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,46,10,6,1010,30,18,29,84,16,60,29,83,6,10,29,84
2020-11-20,1600,28,82,5,8,337,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,49,10,6,1010,30,17,28,83,16,60,28,82,7,12,28,83
2020-11-20,1700,27,80,5,8,342,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,52,10,6,1010,30,16,27,81,16,60,27,80,8,13,27,81
