observation,tempC_avg(0C),Relative humidity_avg(%),windspeedKmph_avg(Km/h),pressureMB_avg,precipMM_avg(mm),weatherDesc,Sunshine Hours,%_soil_moisure
2016-04-05,32,27,6,1009,0.0333333333333333,5,11.2,35
2016-04-06,32,24,9,1010,0.0,5,11.2,30
2016-04-07,30,25,11,1010,0.0,5,11.2,33
2016-04-08,32,19,9,1009,0.0,5,11.2,32
2016-04-09,32,20,8,1009,0.0,5,11.2,33
2016-04-10,32,21,10,1010,0.0,5,11.2,35
2016-04-11,32,25,11,1010,0.0,5,11.2,34
2016-04-12,32,22,11,1008,0.0,5,11.2,35
2016-04-13,33,22,9,1008,0.0,3,11.2,30
2016-04-14,33,23,8,1007,0.0,3,11.2,30
2016-04-15,33,24,9,1007,0.0,5,11.2,35
2016-04-16,32,26,8,1008,0.0,3,11.2,31
2016-04-17,32,27,9,1007,0.0,3,11.2,30
2016-04-18,32,25,10,1007,0.0,5,11.2,31
2016-04-19,33,25,10,1007,0.0,3,11.2,35
2016-04-20,32,28,10,1007,0.0333333333333333,3,11.2,32
2016-04-21,33,24,13,1008,0.0,5,11.2,34
2016-04-22,30,30,19,1008,0.0,5,11.2,31
2016-04-23,29,38,14,1007,0.0,5,11.2,30
2016-04-24,29,38,13,1006,0.0,5,11.2,31
2016-04-25,31,36,8,1007,0.0,5,11.2,34
2016-04-26,33,24,9,1009,0.0,5,11.2,32
2016-04-27,34,17,10,1008,0.0,5,11.2,33
2016-04-28,34,18,8,1007,0.0,5,11.2,33
2016-04-29,34,18,12,1008,0.0,5,11.2,30
2016-04-30,33,23,12,1008,0.0,5,11.2,35
2016-05-02,33,24,13,1008,0.0,5,11.2,35
2016-05-03,33,22,10,1007,0.0,5,10.4,33
2016-05-04,33,29,11,1007,0.0,5,10.4,35
2016-05-05,32,34,9,1008,0.0333333333333333,5,10.4,34
