#date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2017-04-06,0,22,71,5,9,245,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,74,10,6,1009,30,0,25,76,17,63,22,71,11,18,22,71
2017-04-06,100,21,71,5,8,244,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,74,10,6,1009,30,0,23,74,17,62,21,71,11,18,21,71
2017-04-06,200,21,70,5,8,243,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,74,10,6,1009,30,0,22,72,16,61,21,70,11,17,21,70
2017-04-06,300,21,69,5,8,241,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,74,10,6,1009,30,0,21,69,16,61,21,69,10,17,21,69
2017-04-06,400,22,72,5,9,244,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,65,10,6,1010,30,0,23,73,15,60,22,72,10,15,23,73
2017-04-06,500,24,75,6,9,246,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,57,10,6,1010,30,0,25,76,15,58,24,75,9,14,25,76
2017-04-06,600,26,78,6,10,248,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,49,10,6,1010,30,0,26,80,14,57,26,78,8,13,26,80
2017-04-06,700,29,84,7,11,256,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,39,10,6,1010,30,0,29,83,12,54,29,84,8,14,29,83
2017-04-06,800,32,89,8,12,265,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,29,10,6,1010,30,0,31,87,10,50,32,89,9,14,31,87
2017-04-06,900,35,94,8,13,273,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,19,10,6,1010,30,0,33,91,8,46,35,94,10,15,33,91
2017-04-06,1000,35,96,9,14,272,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,18,10,6,1009,30,1,34,92,8,46,35,96,10,16,34,92
2017-04-06,1100,36,97,9,15,271,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,17,10,6,1008,30,2,34,94,7,45,36,97,11,18,34,94
2017-04-06,1200,37,98,10,16,270,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,16,10,6,1007,30,3,35,96,7,45,37,98,12,19,35,96
2017-04-06,1300,36,96,10,16,274,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,18,10,6,1007,30,2,34,94,8,46,36,96,12,19,34,94
2017-04-06,1400,35,95,10,16,278,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,19,10,6,1007,30,1,33,92,8,47,35,95,12,19,33,92
2017-04-06,1500,34,93,10,16,282,WNW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,21,10,6,1007,30,0,32,90,9,47,34,93,12,19,32,90
2017-04-06,1600,31,88,9,14,281,WNW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,27,10,6,1008,30,0,30,86,9,49,31,88,12,20,30,86
2017-04-06,1700,28,83,7,12,280,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,33,10,6,1008,30,0,28,82,10,50,28,83,13,20,28,82
2017-04-06,1800,26,78,6,10,279,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,40,10,6,1009,30,0,26,78,11,51,26,78,13,21,26,78
